Key,French
Npc1/Hot_Greeting 1_Intro_002_-635681893,Tu veux parler, <PlayerName>?þ
Npc1/Hot_Greeting 1_Response_003_000_1646326173,OK, dans ce cas, à la prochaine,, <PlayerName>.
Npc1/Hot_Greeting 2_Intro_000_-1027486773,<haha>Bien content de rester à l'intérieur lorsqu'il fait une chaleur pareille !
Npc1/Hot_Greeting 2_Intro_001_1078662702,Comment tu fais pour supporter cette chaleur, <PlayerName>?
Npc1/Hot_Greeting 2_Response_003_000_879035304,A bientôt !
Npc1/Storm_Greeting 0_Intro_000_112524716,<yes>Pas facile de faire l'inventaire avec ce vent de tous les diables…
Npc1/Storm_Greeting 0_Intro_001_-1433656048,Qu'est-ce que tu fais, <PlayerName>?
Npc1/Storm_Greeting 0_Response_003_000_1957863125,Reste bien au chaud et au sec <PlayerName>!
Npc1/Storm_Greeting 1_Intro_000_816856595,<no>Je hais toute cette foudre et ces éclairs !
Npc1/Storm_Greeting 1_Intro_001_1636944936,<yes>Mais ça fait toujours plaisir de te voir, <PlayerName>.
Npc1/Storm_Greeting 1_Response_003_000_1886180153,N'attrape pas du mal,, <PlayerName>!
Npc1/Storm_Greeting 2_Intro_000_-727246251,Même quand il pleut et qu'il vente, je tombe sur toi, <PlayerName>!
Npc1/Storm_Greeting 2_Response_003_000_2128080037,Fais attention, <PlayerName>!
Npc1/Wind_Greeting 0_Intro_000_1917638396,Mon père disait : “Les jours de grand vent sont idéaux pour partir en mer !”þ
Npc1/Wind_Greeting 0_Intro_001_705728126,<no>Jamais compris ce qu'il voulait dire.þ
Npc1/Wind_Greeting 0_Response_003_000_1351698166,<sigh>Oh, d'accord. þ
Npc1/Wind_Greeting 0_Response_003_001_-2145880795,A plus, <PlayerName>.þ
Npc1/Wind_Greeting 2_Intro_000_-2137818340,Une bonne petite brise, aujourd'hui!
Npc1/Wind_Greeting 2_Intro_001_1792447533,Quelle joie d'en profiter !þ
Npc1/Wind_Greeting 2_Response_003_000_1663661343,Sali-salut, <PlayerName>!

Npc10/CompleteRequest_000_Intro_000_2112824333,<proud>Hmph.
Npc10/CompleteRequest_000_Intro_001_-193857019,Très bien.
Npc10/CompleteRequest_000_Intro_002_-1376900550,Je suppose tu attends une récompense ?

Npc11/TotalEqualsZeroJimmy_Intro_000_-2042192937,Hmmm...
Npc11/TotalEqualsZeroJimmy_Intro_001_-405267969,<no>On dirait que ces articles ne valent rien… 
Npc11/TotalEqualsZeroJimmy_Intro_002_-103136719,<shy>Après, si tu n'en veux pas, je peux tout de même te les prendre, si tu veux. 
Npc11/TotalEqualsZeroJimmy_Option_000_1087297409,Oui, je n'en veux pas. 
Npc11/TotalEqualsZeroJimmy_Option_001_-1460722892,Je vais les reprendre, merci.
Npc11/TotalEqualsZeroJimmy_Response_000_000_833904435,<glee>Excellent.
Npc11/TotalEqualsZeroJimmy_Response_000_001_-838767754,<size=11>Je devrais pouvoir les vendre à un certain prix…<size>
Npc11/TotalEqualsZeroJimmy_Response_000_002_399521653,Content de te voir, comme toujours,, <PlayerName>.
Npc11/TotalEqualsZeroJimmy_Response_001_000_537024464,<thinking>Hmmmm. très bien.
Npc11/TotalEqualsZeroJimmy_Response_001_001_743081907,<no>Comme je disais, ils ne valent rien.
Npc11/TotalEqualsZeroJimmy_Response_001_002_33816444,<yes>Mais j'imagine que tu peux les reprendre.

Npc2/High_Friendship_Greeting 2_Intro_000_-1338810806,<PlayerName>, en quoi puis-je t'être utile?
Npc2/High_Friendship_Greeting 2_Response_003_000_-2096295516,Très bien.
Npc2/TechCompletedNoSpace_Intro_000_-251129241,<proud>J'ai terminé le <itemName> que tu avais commandé !
Npc2/TechCompletedNoSpace_Intro_001_-1735258910,Je suis sûr que tu le trouveras tout à fait impressionnant !
Npc2/TechCompletedNoSpace_Intro_002_-278691367,<shocked>Oh!
Npc2/TechCompletedNoSpace_Intro_003_1012488115,<no>On dirait que tu n'as pas assez de place pour le prendre !
Npc2/TechCompletedNoSpace_Intro_004_1748897395,<yes>je te le mets de côté le temps que tu te vides un peu les poches.

Npc3/Arvo_Greeting 1_Intro_000_-119454600,Qu'est-ce qui t'amènes en cette belle aprèm ?
Npc3/Arvo_Greeting 1_Response_003_000_-1019856897,<np>On ne pourra bientôt plus profiter du jour.
Npc3/Arvo_Greeting 2_Intro_000_2141547654,J'adore le crépuscule.
Npc3/Arvo_Greeting 2_Response_003_000_-513257462,Ce genre de crépuscules me rappellent le bon vieux temps… 
Npc3/Cold_Greeting 0_Intro_000_-1738440683,Fais pas chaud, hein?
Npc3/Cold_Greeting 0_Intro_001_-356099693,Besoin de qu'que chose?
Npc3/Cold_Greeting 0_Response_003_000_539408385,Continue comme ça, <PlayerName>.
Npc3/CompleteRequest_000_Intro_000_-402979232,<glee>Quelle beauté, mon pote.
Npc3/CompleteRequest_000_Intro_001_1469275603,<no>Tu es trop bon.
Npc3/CompleteRequest_000_Intro_002_-1297264122,Merci. Prends donc ça.
Npc3/High_Friendship_Greeting 0_Intro_000_76429780,Eh <PlayerName>.þ
Npc3/High_Friendship_Greeting 0_Intro_001_206865390,Comment ça va, mon pote?þ
Npc3/High_Friendship_Greeting 0_Response_003_000_-1712007294,passe une bonne journée.
Npc3/High_Friendship_Greeting 1_Intro_000_-479912406,Comment ça va, <PlayerName>?
Npc3/High_Friendship_Greeting 1_Response_003_000_1933787570,Ne travaille pas trop.
Npc3/High_Friendship_Greeting 2_Intro_000_1244997106,B'jour <PlayerName>.
Npc3/High_Friendship_Greeting 2_Response_003_000_874515818,OK, mon pote..
Npc3/Highest_Friendship_Greeting 0_Intro_000_-1962561301,Oh, <PlayerName>.
Npc3/Highest_Friendship_Greeting 0_Intro_001_-330681928,Qu'est-ce qui t'amène voir ce bon vieux <myName>?
Npc3/Highest_Friendship_Greeting 0_Response_003_000_-1022535299,Prends ton temps, hein, ok?
Npc3/Highest_Friendship_Greeting 1_Intro_000_-1485111919,Regardez qui va là ! Ce bon vieux <PlayerName>.þ
Npc3/Highest_Friendship_Greeting 1_Intro_001_1959478888,Qu'est-ce qui te faut aujourd'hui?þ
Npc3/Highest_Friendship_Greeting 1_Response_003_000_321690333,<no>Ne te surmène pas.
Npc3/Highest_Friendship_Greeting 2_Intro_000_-1629113181,Content de te voir, <PlayerName>.
Npc3/Highest_Friendship_Greeting 2_Intro_001_-315930856,Comment ça va?
Npc3/Highest_Friendship_Greeting 2_Response_003_000_-182654273,A plus tard, d'accord ?
Npc3/Hot_Greeting 0_Intro_000_909994616,Ça travaille dur par ici.
Npc3/Hot_Greeting 0_Response_003_000_-1777931443,Prends bien ton temps par cette chaleur, <PlayerName>.
Npc3/Hot_Greeting 2_Intro_000_1848277229,La journée idéal pour un barbeuq, je dois dire. 
Npc3/Hot_Greeting 2_Response_003_000_-450713252,Mets donc un chapeau, mon pote.
Npc3/Medium_Friendship_Greeting 2_Intro_000_1399750202,Comment vas-tu?
Npc3/Medium_Friendship_Greeting 2_Response_003_000_1005360598,Heyo.
Npc3/Night_Greeting 2_Intro_000_473969159,<no>C'est à peine si je vois mon nez dans cette purée de pois !.þ
Npc3/Night_Greeting 2_Intro_001_-971675224,Oh, c'est toi, <PlayerName>?þ
Npc3/Night_Greeting 2_Response_003_000_1005360598,Heyo.

Npc4/CompleteRequest_000_Intro_000_1075312547,Merci beaucoup, <PlayerName>!
Npc4/CompleteRequest_000_Intro_001_-781978430,<yes>Je dirais que tu m'as bien aidé.
Npc4/CompleteRequest_000_Intro_002_1051008557,Oh, j'ai trouvé ça, tu sais.
Npc4/CompleteRequest_000_Intro_003_554114971,Tu n'as qu'à le prendre puisque tu m'as aidé !
Npc4/RandomConvo_012_Intro_000_2039148302,<thinking>Je pensais, et si l'on pouvait des habits si légers qu'on pourrait voler avec ?þ
Npc4/RandomConvo_012_Intro_001_990050832,Vous pensez que ce serait possible ?þ
Npc4/RandomConvo_012_Intro_002_-1373296189,<glee>Imaginez, planer au-dessus des nuages pour que tout le monde puisse admirer vos vêtements..þ
Npc4/RandomConvo_013_Intro_000_-1227149770,<thinking>Vous trouvez toujours du temps pour venir me voir..þ
Npc4/RandomConvo_013_Intro_001_1770058808,<yes>J'apprécie l'attention, v'savez.þ
Npc4/RandomConvo_013_Intro_002_676658742,<glee>Merci!þ
Npc4/RandomConvo_016_Intro_000_-577408115,<thinking>Je me souviens de la fois où je m'étais fait un t-shirt rouge et que je l'avais mis à <SouthCity>.þ
Npc4/RandomConvo_016_Intro_001_-1148093878,C'était un t-shirt rouge des plus banals, v'savez?þ
Npc4/RandomConvo_016_Intro_002_856692479,<no>Mais les gens n'arrêtaient pas de me fixer.þ
Npc4/RandomConvo_016_Intro_003_-1275993289,<haha>C'était comme si je leur avais jeté un sort !
Npc4/RandomConvo_018_Intro_000_29865464,J'ai un contrat que je dois garder.þ
Npc4/RandomConvo_018_Intro_001_878968152,<haha>Oh, non, ça n'a rien à voir avec des <Dinks>.þ
Npc4/RandomConvo_019_Intro_000_639618927,þJe n'ai jamais rencontré quelqu'un comme vousi, <PlayerName>.þþ
Npc4/RandomConvo_019_Intro_001_750607525,Chaque fois que l'on parle, j'ai l'impression que vous me transférez une part de votre énergie, v'savez ?þþþ
Npc4/RandomConvo_019_Intro_002_1719894972,<thinking>C'est un peu comme si je ne savais pas quoi faire lorsque vous n'êtes pas là.þ
Npc4/RandomConvo_019_Intro_003_-1663777496,<shy>C'est sensé ce que je dis ?þ
Npc4/RandomConvo_020_Intro_000_-201194125,<IslandName> libère une très forte énergie dans le monde aujourd'hui .þ
Npc4/RandomConvo_020_Intro_001_-1134003131,Je le sens, v'savez ?þ
Npc4/RandomConvo_020_Intro_002_1130480324,<glee>Je suis certaine que quelque chose de bien va se produire.þ
Npc4/RandomConvo_021_Intro_000_-381221304,<shocked>Woah!þ
Npc4/RandomConvo_021_Intro_001_-480262472,<worried>Est-ce que vous avez ressenti ça ?þþ
Npc4/RandomConvo_021_Intro_002_-807640739,<yes>Je viens de sentir l'atmosphère tout autour de moi changer du tout au tout, v'savez ?
Npc4/RandomConvo_022_Intro_000_-147921477,<yes>Je ne suis pas la plus férue de mode, mais j'adore fabriquer des trucs..þ
Npc4/RandomConvo_022_Intro_001_-807880925,J'aime à penser que mes habits me survivront, v'savez?þ
Npc4/RandomConvo_022_Intro_002_-1888909649,<yes>J'ai bon espoir qu'ils passent d'une génération à l'autre.þ
Npc4/RandomConvo_022_Intro_003_1561353862,<glee>Imaginez toutes ces histoires qu'ils pourront raconter !þ
Npc4/RandomConvo_024_Intro_000_1442120643,J'ai essayé de faire des vêtements à partir de <itemName> qui traînaient ci et là sur <IslandName>.þ
Npc4/RandomConvo_024_Intro_001_-1175597864,<glee>Dans ma tête, ça avait l'air fabuleux. Si ÉTINCELANT et VIF ! þ
Npc4/RandomConvo_024_Intro_002_-1455879181,Mais je n'ai jamais eu la force de finir l'habit, v'savez ?þ
Npc4/RandomConvo_024_Intro_003_-1013787147,<thinking>C'était comme si… les ténèbres qu'ils abritaient étaient plus puissantes que la lumière du jour.
Npc4/RandomConvo_025_Intro_000_1096229343,J'adore la manière dont vous changez de tenues, <PlayerName>.þ
Npc4/RandomConvo_025_Intro_001_-392307350,Certaines personnes se contentent de porter les mêmes fringues jour après jour, v'savez ?þþþ
Npc4/RandomConvo_025_Intro_002_-1428692302,<haha>Souvent, je les fixe pour les inciter à se changer.þ
Npc4/RandomConvo_025_Intro_003_-1273001162,<no>J'imagine que certaines personnes ne pensent pas comme moi.þ
Npc4/RandomConvo_026_Intro_000_975643662,<yes>J'ai entendu parler des mines qui s'enfoncent dans les profondeurs. þ
Npc4/RandomConvo_026_Intro_001_814693872,<glee>Tout en bas, là où fait sombre.. þ
Npc4/RandomConvo_026_Intro_002_1489584501,Il y a toujours des <Shift> du coup, elles changent en permanence.þ
Npc4/RandomConvo_026_Intro_003_105871714,<thinking>Ce serait l'endroit idéal pour planquer quelque chose, v'savez ? 
Npc4/RandomConvo_026_Intro_004_-1269455549,<shy>Si il le fallait, j'entends.
Npc4/RandomConvo_027_Intro_000_1861171485,<worried>J'ai un horrible pressentiment hier. Bien contente de voir que vou êtes toujours parmi nous, <PlayerName>.þ
Npc4/RandomConvo_027_Intro_001_-1961363142,Je suis plutôt sûre que vous irez bien, v'svaez ?þ
Npc4/RandomConvo_028_Intro_000_-1783581595,<thinking>V'savez, j'ai jamais trop su comment les choses avaient fini par virller..þ
Npc4/RandomConvo_028_Intro_001_58798784,<thinking>On avait peut-être besoin d'une raison pour tout recommencer à zéro ?þ
Npc4/RandomConvo_030_Intro_000_-1230828342,Je suis si heureuse de vous avoir rencontré, <PlayerName>.þ
Npc4/RandomConvo_030_Intro_001_-1451000489,<shy>J'ai vraiment l'impression que ma vie a changé depuis que l'on s'est rencontré, v'savez ?þ
Npc4/RandomConvo_030_Intro_002_-1034518899,<shy>J'espère que vous avez aussi cette impression.þ
Npc4/RandomConvo_031_Intro_000_-2013597009,Encore une belle journée où je peux parler avec <PlayerName>.þ
Npc4/RandomConvo_031_Intro_001_-1852266481,J'adore nos discussions, <PlayerName>.þ
Npc4/RandomConvo_031_Intro_002_-2101971488,J'aime blablater avec tous mes amis, v'savez ?þ
Npc4/RandomConvo_032_Intro_000_596685704,Vous croyez que l'Univers avait prédestiné notre rencontre, <PlayerName>?þ
Npc4/RandomConvo_032_Intro_001_-1163027521,<thinking>Comme si une force invisible nous avait pousser dans les bras l'un de l'autre ?þ
Npc4/RandomConvo_032_Intro_002_-58541515,J'ai l'impression que nous sommes deux bons amis, v'savez ?þ
Npc4/RandomConvo_032_Intro_003_730203853,<haha>C'est presque flippant à quel point on s'entend bien, non ?þ
Npc4/RandomConvo_033_Intro_000_889911477,La nuit dernière j'ai fait un rêve bizarre où tu étais contrôlé par quelqu'un d'autre, <PlayerName>.þ
Npc4/RandomConvo_033_Intro_001_-2070599362,<no>Il avait une fenêtre par où il pouvait jeter un oeil et agir.þ
Npc4/RandomConvo_033_Intro_002_1982734452,<worried>C'est super glauque, v'savez?þ
Npc4/RandomConvo_034_Intro_000_-1069303596,Eh <PlayerName>, merci d'être toujours là pour me donner un coup de main quand j'en ai besoin.þ
Npc4/RandomConvo_034_Intro_001_1813492299,<shy>Je ne crois pas que vous vous rendiez compte tout ce que vous avez fait pour moi..þ
Npc4/RandomConvo_034_Intro_002_517382298,<shy>Du coup, je voulais juste vous dire merci, v'savez ?þ
Npc4/RandomConvo_035_Intro_000_-807247647,SDes fois, j'ai l'impression qu'on nous épie, v'savez ?þ
Npc4/RandomConvo_035_Intro_001_1467023587,<thinking>Comme si quelqu'un écoutait tout ce qu'on se disait…þ
Npc4/RandomConvo_035_Intro_002_225862543,Vous avez déjà eu cette impression ?þ
Npc4/RandomConvo_036_Intro_000_1491416904,<pumped>Quand vous sentez l'étincelle d'inspiration, il faut la saisir fermement.þ
Npc4/RandomConvo_036_Intro_001_-1332700159,<no>Qu'importe ce que vous faites… ne la laissez pas s'échapper.þ
Npc4/RandomConvo_036_Intro_002_-1075211917,<pumped>Accrochez-vous à cette énergie aussi longtemps que possible pour en faire quelque chose de spécial.þ
Npc4/RandomConvo_036_Intro_003_1119767626,On ne sait jamais pour combien de temps on l'aura, v'savez ?þ
Npc4/RandomConvo_038_Intro_000_-1227035667,
Npc4/RandomConvo_039_Intro_000_-1227035667,

Npc5/CompleteRequest_000_Intro_000_862150900,<shocked>Oh wow!
Npc5/CompleteRequest_000_Intro_001_1857638188,<no>Je n'arrive pas à croire à quel point tu es aidant !
Npc5/CompleteRequest_000_Intro_002_-836795868,<yes>Prends ça, tu l'as bien mérité !
Npc5/TotalEqualsZeroTrapper_Intro_000_422933842,Très bien... Voyons voir...
Npc5/TotalEqualsZeroTrapper_Intro_001_499494204,Il semble que ces objets ne valent rien, mais je peux quand même t'en débarrasser si tu n'en veux pas ?
Npc5/TotalEqualsZeroTrapper_Option_000_1087297409,Vas-y, je n'en veux pas.
Npc5/TotalEqualsZeroTrapper_Option_001_-1460722892,Je vais les récupérer, merci.
Npc5/TotalEqualsZeroTrapper_Response_000_000_874515818,D'acco-d'acc, mon pote..
Npc5/TotalEqualsZeroTrapper_Response_000_001_-622936346,A la tienne.
Npc5/TotalEqualsZeroTrapper_Response_001_000_-1709815652,C'est bon, reviens me voir si tu désires vendre autre chose.
Npc5/TotalEqualsZeroTrapper_Response_001_001_-669008513,Merci d'être venu à la Quincaillerie de John !

Npc6/Already Being UpgradedTent_Intro_000_1185444848,Attends un peu ! On dirait qu'on travaille déjà sur ta maison ! !
Npc6/Already Being UpgradedTent_Intro_001_-1524544690,Pense bien à placer tous les éléments nécessaires à la construction dans la boîte de construction située devant ta tente.
Npc6/AskAgainConvo_Intro_000_1129028820,Je peux faire autre chose pour toi ?
Npc6/AskAgainConvo_Option_000_1007531544,Comment se porte la ville ?
Npc6/AskAgainConvo_Option_001_-999817025,Au sujet de ma maison...
Npc6/AskAgainConvo_Option_002_-1064318679,Discutons un peu.
Npc6/AskAgainConvo_Option_003_-1932186336,Non merci.
Npc6/AskAgainConvo_Response_000_000_-1679557694,Ah! Très bien !
Npc6/AskAgainConvo_Response_001_000_-1660480160,Voyons voir...
Npc6/AskAgainConvo_Response_002_000_-59252160,Jetons un coup d'oeil.
Npc6/AskAgainConvo_Response_004_000_-133512482,Passe une excellente journée.
Npc6/CompleteRequest_000_Intro_000_1316572458,<shy>Merci beaucoup, <PlayerName>.
Npc6/CompleteRequest_000_Intro_001_-162093764,<haha>J'vais te dire, tu me dépannes tout le temps ! !
Npc6/CompleteRequest_000_Intro_002_-1614742990,<glee>Voici une récompense, je t'en prie, prends-la!
Npc6/High_Friendship_Greeting 1_Intro_000_969651511,<PlayerName>!
Npc6/High_Friendship_Greeting 1_Intro_001_-1989786581,Qu'est-ce qui t'amène pour venir voir cette vieille <myName>?
Npc6/High_Friendship_Greeting 1_Response_003_000_1016876061,Passe une bonne journée !
Npc6/High_Friendship_Greeting 2_Intro_000_594318298,Je vais te dire, c'est toujours un plaisir de te croiser,þ
